Date and time,Mode,Distance,Duration,Price
2022-12-21 09:09,Bus,2.9,0.12,1.5
2022-06-18 21:46,Bus,3.6,0.15,1.5
2022-09-13 20:49,Bus,2.0,0.09,1.5
2022-03-29 07:41,Bus,1.8,0.07,1.5
2022-01-18 17:59,Bus,1.7,0.06,1.5
2022-10-05 21:57,Bus,6.3,0.25,1.5
2022-02-19 21:54,Bus,1.0,0.04,1.5
2022-12-12 22:16,Bus,2.0,0.09,1.5
2022-05-06 18:58,Bus,1.9,0.06,1.5
2022-05-19 17:51,Bus,2.6,0.1,1.5
2022-09-28 08:19,Bus,2.7,0.11,1.5
2022-06-20 22:40,Bus,1.8,0.08,1.5
2022-02-15 11:27,Bus,1.3,0.04,1.5
2022-10-30 12:26,Bus,4.5,0.24,1.5
2022-05-05 21:18,Bus,2.0,0.07,1.5
2022-03-15 10:33,Bus,2.7,0.09,1.5
2022-04-11 21:53,Bus,5.6,0.29,1.5
2022-06-09 16:32,Bus,3.3,0.13,1.5
2022-07-12 09:50,Bus,1.7,0.08,1.5
2022-03-24 22:38,Bus,3.0,0.15,1.5
2022-01-14 11:00,Bus,4.2,0.17,1.5
2022-02-17 20:47,Bus,2.6,0.12,1.5
2022-06-23 12:49,Bus,2.7,0.12,1.5
2022-06-22 20:01,Bus,1.8,0.07,1.5
2022-11-04 09:27,Bus,0.5,0.03,1.5
2022-01-17 22:58,Bus,7.4,0.32,1.5
2022-08-07 21:42,Bus,0.8,0.03,1.5
2022-12-18 12:36,Bus,6.7,0.3,1.5
2022-01-05 12:28,Bus,4.0,0.18,1.5
2022-04-19 12:33,Bus,2.3,0.1,1.5
2022-11-12 14:46,Bus,4.5,0.19,1.5
2022-03-19 15:01,Bus,3.0,0.11,1.5
2022-07-08 07:59,Bus,2.9,0.12,1.5
2022-12-12 08:14,Bus,4.4,0.29,1.5
2022-01-21 09:01,Bus,1.0,0.04,1.5
2022-05-09 08:45,Bus,4.8,0.27,1.5
2022-12-23 19:43,Bus,4.0,0.12,1.5
2022-02-05 10:53,Bus,3.8,0.15,1.5
2022-09-14 17:15,Bus,2.5,0.1,1.5
2022-11-05 11:46,Bus,1.1,0.04,1.5
2022-06-28 09:07,Bus,5.2,0.25,1.5
2022-01-28 17:47,Bus,5.7,0.2,1.5
2022-07-01 10:03,Bus,3.6,0.18,1.5
2022-07-22 23:06,Bus,1.7,0.06,1.5
2022-01-29 20:41,Bus,3.0,0.11,1.5
2022-01-04 18:46,Bus,3.9,0.2,1.5
2022-12-12 21:29,Bus,1.9,0.06,1.5
2022-03-21 08:22,Bus,2.8,0.15,1.5
2022-09-13 17:57,Bus,2.7,0.13,1.5
2022-02-11 22:41,Bus,3.1,0.11,1.5
2022-05-29 13:02,Bus,3.7,0.15,1.5
2022-10-17 17:38,Bus,2.4,0.08,1.5
2022-02-20 15:52,Bus,7.3,0.31,1.5
2022-03-21 22:00,Bus,0.9,0.03,1.5
2022-09-04 11:02,Bus,3.2,0.17,1.5
2022-07-27 16:58,Bus,1.1,0.04,1.5
2022-02-23 22:08,Bus,5.2,0.22,1.5
2022-01-04 08:50,Bus,3.3,0.18,1.5
2022-07-21 21:06,Bus,2.8,0.12,1.5
2022-11-08 08:11,Bus,2.0,0.11,1.5
2022-02-02 11:32,Bus,2.4,0.1,1.5
2022-08-18 15:19,Bus,8.4,0.28,1.5
2022-12-13 11:38,Bus,3.2,0.13,1.5
2022-06-22 09:04,Bus,2.1,0.11,1.5
2022-04-16 21:28,Bus,4.6,0.19,1.5
2022-03-12 23:53,Bus,3.6,0.12,1.5
2022-09-05 11:30,Bus,3.2,0.12,1.5
2022-04-06 17:56,Bus,1.3,0.05,1.5
2022-10-17 20:20,Bus,1.4,0.06,1.5
2022-11-09 17:46,Bus,1.1,0.05,1.5
2022-07-11 18:32,Bus,5.6,0.2,1.5
2022-01-25 17:12,Bus,1.0,0.04,1.5
2022-05-19 20:00,Bus,5.6,0.2,1.5
2022-09-21 18:47,Bus,0.8,0.03,1.5
2022-04-09 21:39,Bus,0.6,0.03,1.5
2022-05-10 18:56,Bus,3.8,0.15,1.5
2022-02-10 08:36,Bus,1.7,0.08,1.5
2022-09-22 07:22,Bus,6.4,0.25,1.5
2022-03-05 16:05,Bus,3.1,0.13,1.5
2022-06-29 17:27,Bus,2.1,0.09,1.5
2022-11-28 18:26,Bus,4.1,0.17,1.5
2022-12-15 09:59,Bus,2.9,0.12,1.5
2022-09-14 10:23,Bus,3.6,0.17,1.5
2022-07-11 20:21,Bus,3.2,0.14,1.5
2022-03-05 11:43,Bus,1.7,0.06,1.5
2022-11-29 19:53,Bus,2.2,0.07,1.5
2022-10-12 09:07,Bus,1.2,0.06,1.5
2022-07-18 22:19,Bus,2.1,0.1,1.5
2022-05-06 13:43,Bus,4.8,0.2,1.5
2022-06-01 18:00,Bus,2.9,0.22,1.5
2022-01-08 11:48,Bus,2.7,0.11,1.5
2022-04-16 18:14,Bus,1.0,0.03,1.5
2022-09-06 18:20,Bus,2.8,0.16,1.5
2022-06-18 08:01,Bus,1.9,0.06,1.5
2022-06-24 17:37,Bus,5.5,0.18,1.5
2022-07-19 16:55,Bus,6.1,0.35,1.5
2022-06-12 09:17,Bus,1.6,0.05,1.5
2022-10-22 22:10,Bus,2.9,0.13,1.5
2022-09-01 21:04,Bus,5.1,0.22,1.5
2022-05-19 19:53,Bus,4.3,0.19,1.5
2022-02-25 20:12,Bus,3.0,0.11,1.5
2022-01-08 12:00,Bus,4.1,0.18,1.5
2022-12-10 10:20,Bus,3.7,0.17,1.5
2022-12-05 08:49,Bus,4.2,0.2,1.5
2022-08-11 17:53,Bus,3.9,0.16,1.5
2022-06-29 10:47,Bus,3.0,0.12,1.5
2022-09-14 20:14,Bus,1.0,0.03,1.5
2022-07-11 16:13,Bus,7.2,0.22,1.5
2022-12-23 17:32,Bus,1.6,0.07,1.5
2022-09-28 09:39,Bus,4.7,0.26,1.5
2022-08-25 09:13,Bus,2.0,0.07,1.5
2022-02-22 11:20,Bus,2.4,0.28,1.5
2022-11-10 18:56,Bus,0.9,0.05,1.5
2022-10-11 19:25,Bus,4.2,0.16,1.5
2022-07-08 20:33,Bus,5.1,0.29,1.5
2022-04-20 10:22,Bus,1.5,0.06,1.5
2022-03-17 14:59,Bus,4.8,0.2,1.5
2022-03-22 09:16,Bus,1.4,0.06,1.5
2022-08-02 10:03,Bus,4.7,0.17,1.5
2022-07-02 17:31,Bus,2.8,0.13,1.5
2022-10-18 10:49,Bus,3.3,0.11,1.5
2022-01-10 18:18,Bus,5.6,0.2,1.5
2022-09-20 08:32,Bus,1.4,0.06,1.5
2022-03-24 18:01,Bus,1.7,0.08,1.5
2022-08-29 15:46,Bus,7.2,0.3,1.5
2022-02-16 10:53,Bus,5.1,0.24,1.5
2022-05-23 09:02,Bus,4.1,0.15,1.5
2022-03-12 19:55,Bus,1.6,0.05,1.5
2022-05-18 18:43,Bus,1.5,0.09,1.5
2022-03-30 17:38,Bus,4.6,0.23,1.5
2022-09-26 08:02,Bus,2.3,0.13,1.5
2022-05-18 22:23,Bus,2.0,0.08,1.5
2022-01-15 14:29,Bus,1.2,0.05,1.5
2022-03-14 18:40,Bus,1.4,0.06,1.5
2022-10-26 19:24,Bus,5.5,0.19,1.5
2022-01-17 20:36,Bus,1.4,0.06,1.5
2022-03-09 17:20,Bus,5.0,0.18,1.5
2022-11-03 14:52,Bus,0.9,0.03,1.5
2022-11-18 21:02,Bus,2.8,0.11,1.5
2022-10-23 12:50,Bus,5.5,0.2,1.5
2022-07-06 15:17,Bus,1.5,0.06,1.5
2022-07-23 17:39,Bus,0.5,0.02,1.5
2022-01-05 15:16,Bus,6.1,0.23,1.5
2022-06-19 16:23,Bus,2.3,0.07,1.5
2022-05-13 20:33,Bus,5.3,0.24,1.5
2022-07-14 23:48,Bus,8.9,0.29,1.5
2022-07-06 13:06,Bus,2.6,0.12,1.5
2022-11-17 17:19,Bus,5.0,0.19,1.5
2022-11-15 19:13,Bus,3.7,0.13,1.5
2022-05-08 12:24,Bus,1.4,0.05,1.5
2022-11-26 20:16,Bus,2.1,0.11,1.5
2022-05-01 08:27,Bus,3.1,0.11,1.5
2022-12-07 12:32,Bus,1.3,0.05,1.5
2022-10-28 16:22,Bus,1.2,0.05,1.5
2022-02-25 17:37,Bus,6.2,0.24,1.5
2022-06-15 09:49,Bus,4.7,0.16,1.5
2022-11-01 20:05,Bus,6.5,0.25,1.5
2022-08-20 14:02,Bus,5.1,0.28,1.5
2022-01-24 20:20,Bus,2.4,0.09,1.5
2022-03-16 21:50,Bus,4.6,0.16,1.5
2022-11-25 18:04,Bus,1.6,0.07,1.5
2022-03-26 22:29,Bus,1.2,0.05,1.5
2022-12-23 21:55,Bus,6.6,0.47,1.5
2022-10-27 07:23,Bus,2.4,0.15,1.5
2022-06-22 10:40,Bus,0.5,0.02,1.5
2022-08-31 20:14,Bus,4.1,0.18,1.5
2022-03-26 19:36,Bus,1.9,0.07,1.5
2022-03-13 08:15,Bus,1.0,0.04,1.5
2022-12-20 19:53,Bus,0.7,0.03,1.5
2022-09-17 12:38,Bus,2.2,0.11,1.5
2022-08-18 19:23,Bus,2.6,0.12,1.5
2022-01-25 17:22,Bus,6.2,0.27,1.5
2022-12-09 23:37,Bus,1.2,0.05,1.5
2022-06-06 17:23,Bus,3.5,0.16,1.5
2022-04-08 15:58,Bus,2.6,0.13,1.5
2022-04-04 10:48,Bus,3.0,0.1,1.5
2022-08-01 18:00,Bus,4.3,0.18,1.5
2022-10-11 06:38,Bus,2.9,0.1,1.5
2022-12-22 21:02,Bus,11.7,0.65,1.5
2022-05-14 11:30,Bus,1.4,0.07,1.5
2022-01-18 08:32,Bus,2.5,0.14,1.5
2022-03-08 22:29,Bus,1.0,0.03,1.5
2022-06-25 13:11,Bus,0.5,0.02,1.5
2022-12-27 19:57,Bus,2.1,0.07,1.5
2022-06-02 09:36,Bus,2.5,0.09,1.5
2022-07-22 22:01,Bus,3.1,0.11,1.5
2022-10-02 13:29,Bus,2.1,0.07,1.5
2022-10-20 21:40,Bus,1.4,0.06,1.5
2022-10-02 16:56,Bus,2.1,0.12,1.5
2022-04-16 07:59,Bus,8.7,0.34,1.5
2022-06-25 21:52,Bus,1.5,0.06,1.5
2022-07-09 21:04,Bus,3.4,0.14,1.5
2022-03-10 08:54,Bus,3.3,0.22,1.5
2022-03-09 18:29,Bus,2.3,0.11,1.5
2022-10-14 17:48,Bus,1.2,0.05,1.5
2022-11-30 10:59,Bus,5.5,0.21,1.5
2022-04-27 16:38,Bus,1.4,0.07,1.5
2022-11-18 20:44,Bus,2.3,0.08,1.5
2022-04-12 18:45,Bus,2.2,0.1,1.5
2022-08-05 22:46,Bus,6.0,0.25,1.5
2022-04-11 20:55,Bus,2.6,0.1,1.5
2022-10-28 09:59,Bus,1.2,0.05,1.5
2022-06-24 18:23,Bus,4.5,0.21,1.5
2022-06-15 14:03,Bus,2.0,0.08,1.5
2022-01-21 19:32,Bus,2.3,0.09,1.5
2022-04-12 19:29,Bus,3.2,0.09,1.5
2022-10-05 21:59,Bus,2.8,0.1,1.5
2022-12-23 06:20,Bus,1.5,0.05,1.5
2022-02-15 10:35,Bus,5.4,0.27,1.5
2022-08-10 17:07,Bus,3.1,0.16,1.5
2022-02-13 10:35,Bus,4.0,0.18,1.5
2022-05-17 15:21,Bus,1.2,0.06,1.5
2022-12-19 18:53,Bus,3.4,0.11,1.5
2022-10-15 19:59,Bus,2.2,0.08,1.5
2022-04-25 16:35,Bus,4.4,0.2,1.5
2022-11-03 20:12,Bus,1.3,0.04,1.5
2022-06-18 17:08,Bus,2.3,0.11,1.5
2022-10-28 22:42,Bus,3.1,0.1,1.5
2022-09-29 19:18,Bus,0.9,0.04,1.5
2022-07-23 22:57,Bus,2.4,0.11,1.5
2022-05-23 12:19,Bus,2.3,0.09,1.5
2022-06-29 19:50,Bus,7.0,0.28,1.5
2022-01-10 07:57,Bus,2.1,0.08,1.5
2022-12-03 10:51,Bus,2.4,0.07,1.5
2022-01-26 11:26,Bus,6.6,0.25,1.5
2022-10-31 20:15,Bus,6.6,0.22,1.5
2022-05-26 08:48,Bus,2.5,0.12,1.5
2022-01-17 17:59,Bus,3.1,0.11,1.5
2022-01-21 17:25,Bus,1.2,0.04,1.5
2022-02-18 09:10,Bus,1.3,0.06,1.5
2022-04-15 21:22,Bus,6.7,0.24,1.5
2022-11-22 07:11,Bus,4.2,0.19,1.5
2022-06-27 15:52,Bus,0.6,0.02,1.5
2022-01-11 17:39,Bus,4.7,0.18,1.5
2022-05-17 19:30,Bus,2.6,0.14,1.5
2022-09-09 10:32,Bus,2.1,0.09,1.5
2022-01-26 14:27,Bus,4.9,0.2,1.5
2022-08-17 21:34,Bus,2.2,0.09,1.5
2022-01-04 09:56,Bus,1.1,0.04,1.5
2022-06-12 15:47,Bus,1.0,0.04,1.5
2022-11-27 15:29,Bus,1.9,0.07,1.5
2022-11-06 09:22,Bus,2.7,0.14,1.5
2022-06-12 19:02,Bus,5.3,0.27,1.5
2022-03-20 11:04,Bus,7.1,0.31,1.5
2022-10-30 15:23,Bus,1.7,0.07,1.5
2022-06-24 06:52,Bus,1.0,0.05,1.5
2022-09-09 18:49,Bus,7.5,0.37,1.5
2022-04-17 15:50,Bus,5.0,0.18,1.5
2022-12-02 10:14,Bus,8.3,0.34,1.5
2022-10-25 19:42,Bus,1.8,0.07,1.5
2022-01-11 09:39,Bus,4.2,0.18,1.5
2022-02-21 15:59,Bus,0.5,0.02,1.5
2022-10-01 11:38,Bus,1.5,0.06,1.5
2022-10-19 20:49,Bus,5.3,0.32,1.5
2022-09-09 09:36,Bus,1.0,0.04,1.5
2022-10-27 08:07,Bus,5.5,0.34,1.5
2022-08-28 22:53,Bus,4.5,0.18,1.5
2022-08-10 15:57,Bus,2.3,0.09,1.5
2022-01-09 23:59,Bus,1.0,0.04,1.5
2022-03-21 07:37,Bus,7.6,0.26,1.5
2022-04-05 14:19,Bus,4.0,0.17,1.5
2022-06-24 21:48,Bus,1.7,0.08,1.5
2022-03-19 21:11,Bus,3.0,0.13,1.5
2022-05-19 19:22,Bus,4.6,0.18,1.5
2022-03-15 19:55,Bus,3.2,0.1,1.5
2022-06-27 07:11,Bus,7.9,0.45,1.5
2022-03-25 22:39,Bus,4.4,0.14,1.5
2022-06-27 08:55,Bus,1.8,0.06,1.5
2022-03-02 19:26,Bus,1.7,0.06,1.5
2022-05-02 09:34,Bus,3.8,0.19,1.5
2022-02-11 11:28,Bus,2.3,0.12,1.5
2022-03-07 14:46,Bus,2.3,0.12,1.5
2022-07-21 22:50,Bus,5.7,0.2,1.5
2022-02-21 09:32,Bus,3.2,0.11,1.5
2022-09-05 15:58,Bus,0.6,0.02,1.5
2022-05-17 17:34,Bus,1.6,0.05,1.5
2022-12-15 11:52,Bus,1.7,0.1,1.5
2022-11-03 11:55,Bus,4.3,0.14,1.5
2022-11-15 16:06,Bus,1.7,0.08,1.5
2022-02-26 16:13,Bus,2.0,0.1,1.5
2022-02-15 20:39,Bus,1.9,0.09,1.5
2022-11-27 12:16,Bus,1.7,0.06,1.5
2022-01-31 13:08,Bus,5.8,0.27,1.5
2022-11-26 08:59,Bus,1.2,0.04,1.5
2022-09-09 21:32,Bus,3.2,0.16,1.5
2022-12-27 19:23,Bus,1.8,0.07,1.5
2022-03-01 11:33,Bus,8.7,0.42,1.5
2022-07-13 15:25,Bus,1.3,0.06,1.5
2022-06-10 20:43,Bus,4.2,0.15,1.5
2022-03-02 19:04,Bus,4.9,0.33,1.5
2022-08-05 19:22,Bus,2.5,0.1,1.5
2022-09-21 16:29,Bus,1.9,0.17,1.5
2022-01-16 17:28,Bus,3.0,0.13,1.5
2022-04-08 11:11,Bus,5.7,0.3,1.5
2022-05-10 18:13,Bus,4.6,0.19,1.5
2022-03-01 19:25,Bus,2.4,0.08,1.5
2022-08-14 18:19,Bus,1.8,0.07,1.5
2022-08-20 21:10,Bus,2.5,0.11,1.5
2022-03-08 18:41,Bus,5.1,0.18,1.5
2022-01-09 06:21,Bus,2.1,0.09,1.5
2022-11-07 16:09,Bus,1.5,0.09,1.5
2022-01-15 22:41,Bus,2.3,0.08,1.5
2022-05-24 15:34,Bus,3.5,0.11,1.5
2022-03-03 17:26,Bus,3.2,0.11,1.5
2022-04-13 11:11,Bus,2.6,0.13,1.5
2022-10-25 13:48,Bus,1.8,0.06,1.5
2022-12-22 10:35,Bus,3.7,0.13,1.5
2022-01-17 09:28,Bus,2.6,0.12,1.5
2022-10-12 19:06,Bus,4.8,0.22,1.5
2022-07-19 15:42,Bus,5.9,0.21,1.5
2022-07-18 09:21,Bus,3.6,0.16,1.5
2022-06-24 08:31,Bus,1.4,0.05,1.5
2022-10-08 11:51,Bus,2.2,0.08,1.5
2022-08-06 20:00,Bus,2.7,0.11,1.5
2022-12-06 23:41,Bus,2.6,0.1,1.5
2022-10-02 16:25,Bus,3.1,0.12,1.5
2022-07-29 13:02,Bus,3.6,0.22,1.5
2022-04-29 18:51,Bus,1.5,0.07,1.5
2022-11-03 20:54,Bus,7.1,0.32,1.5
2022-08-02 20:04,Bus,3.5,0.15,1.5
2022-12-23 20:31,Bus,3.3,0.13,1.5
2022-06-15 16:23,Bus,4.8,0.16,1.5
2022-05-12 20:12,Bus,1.1,0.05,1.5
2022-09-29 10:19,Bus,6.0,0.23,1.5
2022-03-21 22:20,Bus,2.0,0.1,1.5
2022-09-04 10:39,Bus,5.6,0.21,1.5
2022-10-02 13:36,Bus,3.3,0.1,1.5
2022-02-28 18:18,Bus,1.7,0.07,1.5
2022-09-23 19:39,Bus,1.0,0.03,1.5
2022-08-02 17:12,Bus,9.7,0.36,1.5
2022-11-16 08:29,Bus,3.0,0.37,1.5
2022-12-30 10:20,Bus,1.6,0.06,1.5
2022-03-22 06:07,Bus,3.2,0.12,1.5
2022-01-27 20:31,Bus,2.5,0.1,1.5
2022-07-15 19:23,Bus,0.6,0.02,1.5
2022-11-24 08:20,Bus,3.1,0.14,1.5
2022-12-27 18:03,Bus,4.4,0.13,1.5
2022-06-27 15:51,Bus,1.1,0.04,1.5
2022-06-22 19:29,Bus,2.5,0.09,1.5
2022-06-22 19:24,Bus,0.6,0.02,1.5
2022-09-23 15:19,Bus,2.6,0.08,1.5
2022-10-06 09:29,Bus,1.1,0.06,1.5
2022-01-13 16:29,Bus,1.0,0.03,1.5
2022-01-28 21:41,Bus,3.7,0.12,1.5
2022-02-16 15:31,Bus,1.0,0.03,1.5
2022-12-18 20:22,Bus,12.0,0.6,1.5
2022-02-12 09:12,Bus,2.4,0.09,1.5
2022-09-24 14:40,Bus,3.1,0.12,1.5
2022-09-16 11:30,Bus,2.1,0.09,1.5
2022-05-25 22:01,Bus,3.5,0.1,1.5
2022-05-04 15:10,Bus,1.7,0.09,1.5
2022-10-28 18:20,Bus,1.9,0.09,1.5
2022-05-23 17:41,Bus,1.4,0.06,1.5
2022-12-27 12:10,Bus,1.0,0.04,1.5
2022-09-16 19:28,Bus,1.9,0.09,1.5
2022-02-18 22:40,Bus,0.7,0.04,1.5
2022-09-08 07:55,Bus,1.5,0.06,1.5
2022-04-01 07:32,Bus,2.1,0.11,1.5
2022-05-13 12:00,Bus,1.8,0.07,1.5
2022-05-01 10:20,Bus,2.1,0.13,1.5
2022-06-25 17:34,Bus,3.0,0.14,1.5
2022-10-23 15:30,Bus,1.6,0.07,1.5
2022-12-20 20:31,Bus,4.4,0.16,1.5
2022-03-08 18:31,Bus,4.0,0.18,1.5
2022-03-21 11:55,Bus,3.1,0.13,1.5
2022-11-22 18:47,Bus,4.8,0.23,1.5
2022-12-16 17:23,Bus,1.5,0.07,1.5
2022-08-22 17:06,Bus,1.9,0.07,1.5
2022-09-13 08:05,Bus,3.6,0.2,1.5
2022-03-17 08:44,Bus,1.9,0.08,1.5
2022-09-19 11:50,Bus,4.3,0.16,1.5
2022-07-16 22:18,Bus,2.5,0.09,1.5
2022-02-10 17:53,Bus,5.8,0.21,1.5
2022-06-13 19:00,Bus,3.9,0.14,1.5
2022-06-16 18:04,Bus,1.2,0.04,1.5
2022-10-22 17:43,Bus,0.7,0.02,1.5
2022-12-20 15:23,Bus,2.4,0.1,1.5
2022-01-04 08:43,Bus,2.5,0.13,1.5
2022-05-25 15:43,Bus,0.9,0.05,1.5
2022-04-01 19:41,Bus,3.5,0.21,1.5
2022-10-13 11:07,Bus,2.0,0.07,1.5
2022-07-16 11:28,Bus,2.6,0.09,1.5
2022-09-25 16:11,Bus,4.0,0.14,1.5
2022-08-22 11:48,Bus,2.6,0.08,1.5
2022-02-03 16:07,Bus,2.9,0.14,1.5
2022-12-26 21:54,Bus,1.5,0.07,1.5
2022-11-09 16:15,Bus,1.5,0.07,1.5
2022-07-29 20:30,Bus,2.4,0.08,1.5
2022-05-21 11:11,Bus,1.8,0.07,1.5
2022-12-13 20:12,Bus,1.5,0.07,1.5
2022-11-04 18:16,Bus,2.5,0.09,1.5
2022-07-30 21:14,Bus,2.3,0.09,1.5
2022-09-14 15:52,Bus,6.9,0.3,1.5
2022-10-21 21:54,Bus,2.2,0.09,1.5
2022-08-27 18:50,Bus,2.9,0.11,1.5
2022-09-16 18:59,Bus,2.4,0.1,1.5
2022-08-04 09:10,Bus,1.1,0.06,1.5
2022-07-25 11:31,Bus,0.8,0.03,1.5
2022-12-03 22:50,Bus,4.6,0.19,1.5
2022-01-06 12:00,Bus,2.1,0.08,1.5
2022-07-18 08:34,Bus,4.1,0.15,1.5
2022-06-09 20:08,Bus,3.3,0.13,1.5
2022-11-20 11:33,Bus,1.0,0.04,1.5
2022-11-30 18:50,Bus,4.2,0.18,1.5
2022-09-01 07:37,Bus,3.7,0.16,1.5
2022-02-13 19:20,Bus,0.8,0.02,1.5
2022-04-22 18:33,Bus,2.6,0.12,1.5
2022-07-12 08:47,Bus,4.0,0.13,1.5
2022-06-08 07:07,Bus,1.9,0.08,1.5
2022-08-09 07:55,Bus,3.2,0.11,1.5
2022-12-24 14:05,Bus,2.9,0.11,1.5
2022-09-03 15:21,Bus,2.6,0.12,1.5
2022-08-10 09:13,Bus,2.7,0.17,1.5
2022-10-11 07:22,Bus,7.0,0.3,1.5
2022-02-23 17:35,Bus,3.6,0.15,1.5
2022-07-28 10:30,Bus,4.3,0.18,1.5
2022-08-31 21:38,Bus,0.9,0.03,1.5
2022-10-13 16:09,Bus,2.1,0.07,1.5
2022-06-06 17:24,Bus,4.6,0.16,1.5
2022-08-17 19:03,Bus,0.9,0.04,1.5
2022-04-08 09:44,Bus,1.6,0.07,1.5
2022-04-27 21:30,Bus,1.2,0.04,1.5
2022-12-30 11:08,Bus,3.5,0.15,1.5
2022-06-18 15:18,Bus,1.9,0.07,1.5
2022-08-11 20:11,Bus,2.3,0.08,1.5
2022-03-06 22:38,Bus,1.5,0.07,1.5
2022-09-27 13:38,Bus,1.3,0.06,1.5
2022-05-03 20:44,Bus,3.2,0.12,1.5
2022-12-23 15:42,Bus,7.7,0.38,1.5
2022-01-05 19:02,Bus,2.3,0.1,1.5
2022-04-20 08:04,Bus,1.1,0.05,1.5
2022-09-20 21:42,Bus,1.5,0.05,1.5
2022-01-23 21:11,Bus,2.3,0.07,1.5
2022-06-01 10:21,Bus,1.4,0.11,1.5
2022-06-13 07:18,Bus,4.8,0.19,1.5
2022-02-19 12:30,Bus,9.5,0.36,1.5
2022-05-25 18:34,Bus,4.0,0.18,1.5
2022-11-03 18:19,Bus,2.0,0.08,1.5
2022-08-30 10:12,Bus,5.1,0.21,1.5
2022-06-10 23:55,Bus,5.4,0.19,1.5
2022-01-25 09:19,Bus,3.0,0.12,1.5
2022-11-05 06:28,Bus,0.6,0.03,1.5
2022-03-05 19:06,Bus,2.0,0.1,1.5
2022-07-18 17:50,Bus,6.3,0.3,1.5
2022-03-05 16:37,Bus,0.8,0.04,1.5
2022-03-03 08:48,Bus,2.4,0.14,1.5
2022-04-30 13:17,Bus,6.7,0.27,1.5
2022-08-03 13:23,Bus,2.1,0.08,1.5
2022-03-11 13:13,Bus,1.7,0.07,1.5
2022-05-04 11:19,Bus,4.2,0.18,1.5
2022-12-15 17:43,Bus,1.8,0.06,1.5
2022-03-06 16:21,Bus,2.8,0.1,1.5
2022-03-06 20:11,Bus,4.1,0.15,1.5
2022-03-17 17:14,Bus,1.8,0.06,1.5
2022-05-09 08:23,Bus,0.8,0.04,1.5
2022-12-25 14:47,Bus,3.3,0.1,1.5
2022-05-11 10:04,Bus,2.7,0.11,1.5
2022-08-31 18:59,Bus,3.3,0.13,1.5
2022-02-21 17:47,Bus,1.1,0.05,1.5
2022-07-09 17:11,Bus,4.0,0.13,1.5
2022-06-16 08:52,Bus,3.3,0.17,1.5
2022-11-01 19:22,Bus,4.6,0.21,1.5
2022-05-23 16:21,Bus,2.8,0.09,1.5
2022-04-29 12:24,Bus,5.2,0.24,1.5
2022-06-27 11:54,Bus,1.5,0.06,1.5
2022-12-04 08:51,Bus,4.5,0.18,1.5
2022-02-01 18:14,Bus,4.3,0.13,1.5
2022-04-09 22:51,Bus,6.5,0.24,1.5
2022-04-02 12:38,Bus,0.7,0.02,1.5
2022-09-10 18:33,Bus,1.4,0.04,1.5
2022-12-09 19:34,Bus,3.1,0.11,1.5
2022-03-17 18:46,Bus,2.0,0.07,1.5
2022-10-02 16:31,Bus,8.2,0.37,1.5
2022-10-21 22:23,Bus,7.3,0.27,1.5
2022-10-29 13:13,Bus,4.1,0.17,1.5
2022-04-01 22:31,Bus,2.1,0.1,1.5
2022-03-19 20:13,Bus,3.8,0.14,1.5
2022-01-07 18:38,Bus,10.9,0.42,1.5
2022-03-15 14:23,Bus,2.0,0.08,1.5
2022-05-23 21:02,Bus,1.2,0.05,1.5
2022-03-26 20:22,Bus,3.5,0.15,1.5
2022-12-23 19:07,Bus,4.4,0.15,1.5
2022-10-06 15:18,Bus,2.0,0.09,1.5
2022-11-19 23:46,Bus,1.1,0.05,1.5
2022-09-23 17:30,Bus,3.3,0.14,1.5
2022-07-31 07:30,Bus,3.6,0.14,1.5
2022-02-02 10:41,Bus,1.6,0.05,1.5
2022-06-08 17:34,Bus,3.0,0.15,1.5
2022-03-21 18:33,Bus,4.9,0.16,1.5
2022-03-19 21:15,Bus,9.6,0.42,1.5
2022-12-18 17:12,Bus,2.6,0.15,1.5
2022-01-04 13:39,Bus,3.5,0.13,1.5
2022-09-09 08:20,Bus,2.3,0.08,1.5
2022-01-12 10:07,Bus,3.8,0.18,1.5
2022-08-15 20:11,Bus,1.2,0.06,1.5
2022-07-29 16:35,Bus,1.5,0.08,1.5
2022-02-21 07:29,Bus,4.5,0.23,1.5
2022-10-11 14:33,Bus,4.5,0.16,1.5
2022-06-20 18:13,Bus,5.5,0.21,1.5
2022-12-11 07:20,Bus,5.6,0.21,1.5
2022-03-29 20:38,Bus,1.4,0.04,1.5
2022-01-04 06:36,Bus,0.5,0.02,1.5
2022-01-10 16:27,Bus,1.3,0.06,1.5
2022-08-23 08:03,Bus,1.5,0.06,1.5
2022-10-28 17:17,Bus,5.6,0.2,1.5
2022-10-17 07:14,Bus,3.9,0.21,1.5
2022-01-07 18:22,Bus,1.3,0.05,1.5
2022-05-07 21:09,Bus,2.3,0.11,1.5
2022-09-18 17:58,Bus,7.5,0.46,1.5
2022-04-30 20:57,Bus,3.2,0.14,1.5
2022-03-31 14:40,Bus,0.5,0.02,1.5
2022-12-21 08:50,Bus,2.3,0.12,1.5
2022-11-15 10:07,Bus,3.1,0.11,1.5
2022-06-04 14:13,Bus,3.9,0.16,1.5
2022-01-13 13:28,Bus,4.6,0.18,1.5
2022-09-29 08:56,Bus,0.8,0.03,1.5
2022-10-01 23:06,Bus,2.1,0.09,1.5
